model,season,decay_per_day,prior_k,matches,log_loss,brier_score,promoted_matches,promoted_log_loss
poisson_decay_promoted_prior,2024-25,0.001500000000,8,341,0.968997200579,0.574613403754,102,1.008987256125
poisson_decay_promoted_prior,2024-25,0.001500000000,16,341,0.968380036158,0.574269445327,102,1.006923990756
poisson_decay_promoted_prior,2024-25,0.001500000000,32,341,0.968016912436,0.574069978277,102,1.005710018313
poisson_decay_promoted_prior,2024-25,0.001500000000,64,341,0.967919429582,0.574017040993,102,1.005384119752
poisson_decay_promoted_prior,2024-25,0.003000000000,0,341,0.960719712656,0.568740450086,102,1.014988646272
poisson_decay_promoted_prior,2024-25,0.003000000000,4,341,0.957465758764,0.566339341276,102,1.004110231792
poisson_decay_promoted_prior,2024-25,0.003000000000,8,341,0.956565704890,0.565746399549,102,1.001101228152
poisson_decay_promoted_prior,2024-25,0.003000000000,16,341,0.955779446108,0.565240024369,102,0.998472657128
poisson_decay_promoted_prior,2024-25,0.003000000000,32,341,0.955292026489,0.564918803711,102,0.996843146440
poisson_decay_promoted_prior,2024-25,0.003000000000,64,341,0.955150785659,0.564815695905,102,0.996370958960
